City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
75,huangmei,30.1924,116.025,15.18,90,100,2.88,CN,1713695053
76,balabac,7.9868,117.0645,29.14,75,26,5.92,PH,1713695086
77,amos,48.5669,-78.1162,-1.21,83,95,3.93,CA,1713695087
78,muroto-misakicho,33.2833,134.15,19.41,98,100,1.72,JP,1713695015
79,marsh harbour,26.5412,-77.0636,22.82,73,8,4.3,BS,1713695087
80,port saint john's,-31.6229,29.5448,24.32,81,95,3.29,ZA,1713695088
81,mae hong son,19.3003,97.9685,40.08,25,40,2.57,TH,1713694852
82,anatuya,-28.4606,-62.8347,22.3,70,98,4.69,AR,1713695089
83,rio grande,-32.035,-52.0986,15.06,85,78,2.05,BR,1713695089
84,sungai raya,0.7,108.9,27.49,84,100,0.53,ID,1713695090
85,puerto ayora,-0.7393,-90.3518,23.64,99,34,1.98,EC,1713695090
86,koz'modem'yansk,56.3367,46.5711,17.38,36,11,5.56,RU,1713695090
87,torrington,41.8007,-73.1212,2.99,79,6,0.89,US,1713695090
88,kapa'a,22.0752,-159.319,22.18,69,0,7.2,US,1713695091
89,danane,7.2596,-8.155,27.6,73,97,1.9,CI,1713695091
90,richfield,44.8833,-93.283,2.38,67,0,1.54,US,1713695091
91,san antonio de pale,-1.4014,5.6325,28.67,79,65,2.72,GQ,1713695091
92,al bardiyah,31.7561,25.0865,20.72,52,1,3.64,LY,1713695092
93,bressanone,46.715,11.656,10.35,41,100,1.9,IT,1713695092
94,margaret river,-33.95,115.0667,19.43,70,15,3.51,AU,1713695092
95,huanggang,23.677,116.9996,23.94,77,97,4.69,CN,1713695093
96,la ronge,55.1001,-105.2842,1.14,44,20,2.57,CA,1713695094
97,longyearbyen,78.2186,15.6401,-1.09,59,75,3.6,SJ,1713695094
98,codrington,-38.2667,141.9667,10.96,80,6,1.62,AU,1713695094
99,klaksvik,62.2266,-6.589,8.51,91,79,5.16,FO,1713695094
100,freetown,8.484,-13.2299,27.92,77,98,4.04,SL,1713695095
101,geraldton,-28.7667,114.6,24.23,57,1,4.12,AU,1713695095
102,zdvinsk,54.7021,78.661,19.36,55,97,3.6,RU,1713695095
103,sauce,-34.6469,-56.0628,16.96,84,99,2.03,UY,1713695095
104,petropavlovsk-kamchatsky,53.0452,158.6483,1.36,95,75,3.0,RU,1713695096
105,adamstown,-25.066,-130.1015,22.58,75,67,11.92,PN,1713695096
106,enewetak,11.3474,162.3373,27.95,78,79,8.7,MH,1713695096
107,nuku'alofa,-21.1333,-175.2,24.19,88,75,2.06,TO,1713695096
108,san juan de betulia,9.2735,-75.241,25.76,81,91,1.53,CO,1713695097
109,biloela,-24.4167,150.5,17.79,86,37,5.87,AU,1713695097
110,minas de marcona,-15.2119,-75.1103,15.22,90,75,2.8,PE,1713695097
111,chifeng,42.2683,118.9636,21.67,23,0,5.34,CN,1713695097
112,victorica,-36.2151,-65.4359,12.19,54,76,4.2,AR,1713695098
113,constantia,44.1833,28.65,17.61,54,7,3.85,RO,1713695098
114,moapa valley,36.5805,-114.4703,23.57,23,4,0.92,US,1713695098
115,ayorou,14.7308,0.9174,39.83,6,6,4.93,NE,1713695099
116,hermanus,-34.4187,19.2345,22.16,64,38,0.89,ZA,1713695099
117,polyarnyy,69.1989,33.4478,-2.71,63,97,6.36,RU,1713695099
118,aguilas,37.4063,-1.5829,17.58,61,100,7.32,ES,1713695099
119,benguela,-12.5763,13.4055,29.87,67,98,3.08,AO,1713695099
120,college,64.8569,-147.8028,2.47,63,0,0.0,US,1713695100
121,lotoshino,56.2267,35.6414,8.65,57,100,8.24,RU,1713695100
122,phongsali,21.6833,102.1058,32.22,16,54,2.31,LA,1713695100
123,aasiaat,68.7098,-52.8699,-3.11,83,100,7.16,GL,1713695100
124,zemio,5.0314,25.1361,34.63,37,58,2.49,CF,1713695101
125,atafu village,-8.5421,-172.5159,29.68,75,10,5.85,TK,1713695101
126,labytnangi,66.6572,66.4183,-10.9,88,100,6.29,RU,1713695102
127,tsiombe,-25.3,45.4833,26.58,57,88,2.6,MG,1713695102
128,villa de cos,23.2833,-102.35,14.65,26,2,3.91,MX,1713695102
129,big spring,32.2504,-101.4787,8.25,86,100,4.12,US,1713695103
130,hakui,36.8833,136.7833,13.45,75,100,5.21,JP,1713695049
131,howard springs,-12.497,131.047,29.95,72,78,2.75,AU,1713695103
132,pangody,65.85,74.4859,-5.78,88,100,3.7,RU,1713695103
133,mar del plata,-38.0023,-57.5575,16.16,61,0,7.15,AR,1713695104
134,avarua,-21.2078,-159.775,25.03,83,40,2.06,CK,1713695104
135,acarau,-2.8856,-40.12,25.65,90,100,3.08,BR,1713695104
136,san matias,-16.3667,-58.4,23.88,87,90,2.03,BO,1713695105
137,reggane,26.7158,0.1714,31.58,10,100,6.01,DZ,1713695105
138,udachny,66.4167,112.4,-1.42,95,100,4.56,RU,1713695105
139,kalilangan,7.8211,124.7314,23.73,81,86,1.4,PH,1713695105
140,khandyga,62.6667,135.6,0.85,95,100,0.82,RU,1713695106
141,west island,-12.1568,96.8225,28.99,79,75,8.75,CC,1713695106
142,badger,64.8,-147.5333,2.42,67,0,0.0,US,1713695106
143,salinopolis,-0.6136,-47.3561,24.86,93,97,2.6,BR,1713695106
144,nantucket,41.2835,-70.0995,6.06,65,0,4.63,US,1713695107
145,ta`u,-14.2336,-169.5144,28.69,77,49,7.07,AS,1713695107
146,slave lake,55.2834,-114.769,-1.01,47,0,4.63,CA,1713695107
147,lihue,21.9789,-159.3672,21.77,69,0,7.2,US,1713695108
148,toliara,-23.35,43.6667,28.11,56,0,5.41,MG,1713695108
149,adrar,20.5022,-10.0711,26.69,22,100,7.77,MR,1713695108
150,ambon,-3.6954,128.1814,29.08,84,40,2.57,ID,1713695109
151,fallon,39.4735,-118.7774,12.73,57,0,3.09,US,1713695109
152,saudarkrokur,65.7461,-19.6394,4.09,73,52,15.64,IS,1713695109
153,broken hill,-31.95,141.4333,17.73,30,0,3.87,AU,1713695080
154,pavlovskaya,46.1328,39.7856,20.4,58,100,8.04,RU,1713695110
155,kone,-21.0595,164.8658,24.78,93,99,1.66,NC,1713695110
156,sinabang,2.4803,96.3801,29.09,74,80,1.25,ID,1713695110
157,remire-montjoly,4.9167,-52.2667,24.02,100,100,1.03,GF,1713695110
158,starke,29.9441,-82.1098,19.7,100,100,1.54,US,1713695111
159,manado,1.487,124.8455,27.43,94,40,1.54,ID,1713694974
160,anori,-3.7728,-61.6442,23.77,99,100,0.56,BR,1713695111
161,kostomuksha,64.571,30.5767,-5.54,81,100,3.13,RU,1713695111
162,wailua homesteads,22.0669,-159.378,21.44,69,0,7.2,US,1713695112
163,portland,45.5234,-122.6762,7.36,86,0,0.89,US,1713695112
164,jiagedaqi,50.4167,124.1167,9.4,84,100,1.38,CN,1713695112
165,papatowai,-46.5619,169.4708,11.53,90,100,7.85,NZ,1713695112
166,kingston,17.997,-76.7936,23.98,87,0,1.51,JM,1713695058
167,talnakh,69.4865,88.3972,-11.55,85,100,0.79,RU,1713695113
168,conception bay south,47.4999,-52.9981,3.08,90,89,9.26,CA,1713695114
169,belaya kholunitsa,58.84,50.8528,15.32,32,55,0.53,RU,1713695114
170,daru,-9.0763,143.2092,27.22,83,98,3.92,PG,1713695115
171,puerto santa,-8.9906,-78.6456,19.44,87,70,2.5,PE,1713695115
172,vanimo,-2.6741,141.3028,27.34,84,95,2.74,PG,1713695115
173,jamestown,42.097,-79.2353,4.77,80,100,3.09,US,1713695116
174,namibe,-15.1961,12.1522,30.43,52,33,3.9,AO,1713695116
175,vadso,70.0744,29.7487,-0.91,59,75,6.69,NO,1713695116
176,egilsstadir,65.2653,-14.3948,6.95,45,0,10.29,IS,1713695117
177,ilulissat,69.2167,-51.1,-0.99,59,75,6.17,GL,1713695117
178,mabaruma,8.2,-59.7833,24.97,77,86,1.84,GY,1713695117
179,kodiak,57.79,-152.4072,2.73,100,100,0.0,US,1713695118
180,saint-philippe,-21.3585,55.7679,27.84,77,100,3.53,RE,1713695118
181,adis zemen,12.1167,37.7833,29.59,14,84,4.89,ET,1713695118
182,hithadhoo,-0.6,73.0833,29.14,74,15,3.19,MV,1713695118
183,santa elena de uairen,4.6167,-61.1333,21.18,86,100,0.72,VE,1713695119
184,pontianak,-0.0333,109.3333,26.99,94,20,1.03,ID,1713694846
185,clodomira,-27.5744,-64.1311,23.12,71,45,2.82,AR,1713695119
186,dudinka,69.4058,86.1778,-13.34,85,100,1.26,RU,1713695119
187,st. paul,44.9444,-93.0933,3.1,66,0,1.54,US,1713695120
188,afaahiti,-17.75,-149.2833,27.93,83,99,6.9,PF,1713695120
189,bardai,11.65,7.2333,36.42,29,8,6.86,NG,1713695120
190,mount gambier,-37.8333,140.7667,9.11,90,0,1.48,AU,1713695120
191,baoqing,46.3317,132.2111,12.68,66,86,3.43,CN,1713695121
192,coxen hole,16.3244,-86.5366,27.03,79,0,8.7,HN,1713695121
193,mount isa,-20.7333,139.5,20.87,37,1,4.12,AU,1713695121
194,fisterra,42.9049,-9.2629,18.75,66,1,1.85,ES,1713695121
195,nizhnesortymskiy,62.4397,71.7603,0.67,100,100,4.88,RU,1713695122
196,zag,46.9441,99.165,2.08,22,36,8.75,MN,1713695122
197,galion,40.7337,-82.7899,3.64,65,40,2.5,US,1713695122
198,emerald,-23.5333,148.1667,17.97,74,24,5.68,AU,1713695098
199,revda,56.801,59.9303,17.12,30,98,3.13,RU,1713695123
200,xining,36.6167,101.7667,18.78,36,100,6.22,CN,1713695124
201,isangel,-19.55,169.2667,26.61,86,94,5.2,VU,1713695124
202,berezovo,63.9381,65.0419,3.52,90,100,4.94,RU,1713695124
203,spring creek,40.7266,-115.5859,2.83,43,7,2.6,US,1713695125
204,prado,-17.3411,-39.2208,22.71,92,67,3.32,BR,1713695125
205,buala,-8.145,159.5921,27.94,79,47,0.37,SB,1713695125
206,patterson,37.4716,-121.1297,13.36,83,4,1.55,US,1713695125
207,ariquemes,-9.9133,-63.0408,23.05,99,100,1.23,BR,1713695126
208,tateyama,34.9833,139.8667,18.39,83,100,2.87,JP,1713695126
209,klyuchi,52.2667,79.1667,18.9,35,14,0.81,RU,1713695126
210,zadar,44.1197,15.2422,15.34,31,20,2.57,HR,1713695127
211,zarghun shahr,32.8473,68.4457,16.6,34,65,4.96,AF,1713695128
212,al kharijah,25.4514,30.5464,34.24,14,0,4.04,EG,1713695128
213,vilyuchinsk,52.9306,158.4028,2.18,87,96,1.41,RU,1713695128
214,puerto baquerizo moreno,-0.9,-89.6,23.68,89,6,1.98,EC,1713695128
215,rongelap,11.1635,166.8941,27.2,83,90,8.16,MH,1713695129
216,kristinestad,62.2743,21.376,-1.06,67,100,4.86,FI,1713695129
217,tlahualilo de zaragoza,26.1167,-103.45,20.82,67,0,1.29,MX,1713695129
218,huayin,34.5675,110.0921,26.52,34,21,0.75,CN,1713695130
219,port elizabeth,-33.918,25.5701,29.5,86,88,1.79,ZA,1713695130
220,vorgashor,67.5833,63.95,-8.17,91,100,5.15,RU,1713695130
221,tolanaro,-25.0319,46.9987,24.78,73,63,5.02,MG,1713695130
222,turpan,42.9333,89.1667,33.03,11,1,1.63,CN,1713695131
223,kavaratti,10.5669,72.642,29.86,75,51,4.24,IN,1713695131
224,hadibu,12.65,54.0333,30.43,61,95,2.49,YE,1713695131
225,coxim,-18.5067,-54.76,24.19,80,95,2.4,BR,1713695131
226,santa ana,33.7456,-117.8678,15.12,88,0,0.0,US,1713695132
227,ribeira brava,32.65,-17.0667,22.62,60,68,1.0,PT,1713695132
228,yuzhno-kurilsk,44.0306,145.8556,2.43,97,100,7.77,RU,1713695132
229,yamba,-5.9,22.3,31.31,53,93,2.36,CD,1713695132
230,el granada,37.5027,-122.4694,13.54,85,100,6.17,US,1713695133
231,sambava,-14.2667,50.1667,29.16,70,48,4.9,MG,1713695133
232,tughyl,47.7252,84.2063,11.31,43,0,5.03,KZ,1713695133
233,bubaque,11.2833,-15.8333,24.39,71,60,3.96,GW,1713695133
234,jaisalmer,26.9147,70.9181,35.81,15,2,2.68,IN,1713695134
235,igrim,63.1906,64.4162,4.48,87,85,5.63,RU,1713695134
236,chonchi,-42.6128,-73.8092,4.51,93,9,1.31,CL,1713695134
237,laojunmiao,39.8333,97.7333,16.49,16,13,11.3,CN,1713695106
238,guinticgan,11.5641,123.1236,29.23,75,66,4.42,PH,1713695135
239,chui,-33.6971,-53.4616,16.99,84,99,2.13,UY,1713695135
240,brisas de zicatela,15.8369,-97.0419,25.86,68,16,2.86,MX,1713695135
241,nikel,69.4128,30.222,-1.9,67,97,5.56,RU,1713695135
242,korla,41.7597,86.1469,26.51,15,2,2.75,CN,1713695136
243,banda aceh,5.5577,95.3222,29.09,77,100,3.88,ID,1713695088
244,la rinconada,37.4873,-5.9826,21.3,63,20,1.54,ES,1713695136
245,weno,7.4515,151.8468,26.69,85,100,6.53,FM,1713695136
246,sitka,57.0531,-135.33,6.94,57,75,2.06,US,1713695137
247,tanabe,33.7333,135.3667,18.56,94,75,3.6,JP,1713694932
248,vredendal,-31.6683,18.5012,29.88,17,6,2.02,ZA,1713695137
249,flying fish cove,-10.4217,105.6791,23.82,100,40,0.0,CX,1713695137
250,utrik,11.2278,169.8474,27.24,83,34,7.98,MH,1713695138
251,mukher,18.7,77.3667,38.42,20,92,1.26,IN,1713695138
252,parauapebas,-6.0675,-49.9022,25.99,94,75,0.0,BR,1713695138
253,basudebpur,21.1353,86.7386,38.91,26,94,7.07,IN,1713695138
254,oriximina,-1.7656,-55.8661,23.77,97,100,2.23,BR,1713695139
255,tofol,5.3248,163.0078,28.33,79,58,10.24,FM,1713695139
256,basco,20.4487,121.9702,27.39,83,0,6.61,PH,1713695140
257,nguigmi,14.2495,13.1092,38.4,12,3,5.0,NE,1713695140
258,tadine,-21.55,167.8833,24.73,92,80,3.06,NC,1713695140
259,kalmunai,7.4167,81.8167,31.57,64,25,5.02,LK,1713695140
260,san patricio,28.017,-97.5169,20.97,88,98,5.57,US,1713695141
261,mpongwe,-13.5091,28.155,27.59,37,6,3.8,ZM,1713695141
262,dalmatovo,56.26,62.9362,18.92,35,100,5.73,RU,1713695141
263,sao sebastiao do paraiso,-20.9169,-46.9914,15.61,90,0,2.17,BR,1713695142
264,erechim,-27.6342,-52.2739,10.68,92,0,1.26,BR,1713695142
265,santana,-0.0583,-51.1817,25.1,94,100,2.06,BR,1713695142
266,panjakent,39.4952,67.6093,20.0,58,53,2.99,TJ,1713695142
267,enoch,37.7733,-113.0244,6.14,56,0,0.0,US,1713695143
268,al jawf,29.5,38.75,28.92,17,0,7.44,SA,1713695143
269,yambio,4.5721,28.3955,32.3,43,92,3.18,SS,1713695143
270,ilgin,38.2792,31.9139,18.32,27,3,3.25,TR,1713695143
271,chegdomyn,51.1167,133.0167,6.69,70,28,1.11,RU,1713695144
272,douentza,14.9951,-2.9517,38.66,5,3,2.25,ML,1713695144
273,ulsteinvik,62.3432,5.8487,7.5,66,7,1.22,NO,1713695145
274,carnarvon,-24.8667,113.6333,26.79,43,0,6.79,AU,1713695145
275,zakynthos,37.7914,20.8953,18.69,63,75,7.2,GR,1713695145
276,serchhip,23.3,92.8333,31.39,41,48,3.89,IN,1713695145
277,harstad,68.799,16.5293,2.31,67,18,2.79,NO,1713695146
278,umarkot,25.3616,69.7362,37.82,15,0,4.56,PK,1713695146
279,berdigestyakh,62.0989,126.6992,0.98,99,100,3.36,RU,1713695146
280,irtyshsk,53.3333,75.4572,25.2,38,2,5.2,KZ,1713695147
281,cedeira,43.6797,-8.0209,16.88,65,9,12.93,ES,1713695147
282,cova figueira,14.8905,-24.2934,20.44,76,100,6.5,CV,1713695147
283,kili,5.6439,169.1211,28.07,81,98,8.5,MH,1713695148
284,al qitena,14.8648,32.3668,41.57,6,92,6.32,SD,1713695148
285,ozherel'ye,54.7961,38.2672,14.17,61,100,9.62,RU,1713695148
286,keflavik,64.0049,-22.5624,6.24,70,75,12.35,IS,1713695149
287,delcevo,41.9672,22.7694,11.62,54,96,5.28,MK,1713695150
288,crane,31.3974,-102.3501,10.93,86,100,6.48,US,1713695150
289,harper,4.375,-7.7169,30.82,67,66,3.3,LR,1713695150
290,funafuti,-8.5243,179.1942,29.0,84,75,0.0,TV,1713695151
291,belle fourche,44.6714,-103.8522,2.5,43,0,2.13,US,1713695151
292,hanceville,34.0607,-86.7675,10.95,83,100,4.99,US,1713695151
293,usogorsk,63.4106,48.6872,0.37,91,55,4.22,RU,1713695151
294,sinfra,6.6167,-5.9167,28.27,74,95,2.08,CI,1713695152
295,sorong,-0.8833,131.25,27.96,82,100,3.4,ID,1713695152
296,sawai madhopur,25.9833,76.3667,36.89,12,100,5.66,IN,1713695152
297,cidreira,-30.1811,-50.2056,16.89,83,2,2.63,BR,1713695152
298,cururupu,-1.8283,-44.8683,23.61,99,100,0.96,BR,1713695153
